min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-1.05,4.241428571428572,4,7,100,SMA,44,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,-1.05,-62.03,59.1,16,-0.429,-11.18,26.04,22,0.142,4.21,29.54,17,7.359,319.49,43.41,38,0.107,1.86,17.32,17,23.594,1125.75,47.71,41,-0.033,-1.03,31.5,33
-1.05,2.7797142857142854,4,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.28,27.8,21.72,23,-0.711,-20.5,28.83,17,8.778,369.86,42.14,38,1.969,38.08,19.34,17,9.551,420.12,43.99,41,-0.359,-15.71,43.71,33
-1.05,2.8705714285714286,4,7,100,SMA,44,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.705,37.04,21.72,23,-0.603,-18.35,30.44,17,7.71,338.65,43.92,38,3.104,60.01,19.34,17,9.471,412.4,43.54,41,-0.243,-10.83,44.61,33
-1.05,3.331285714285714,4,7,100,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.593,47.75,29.99,23,-0.933,-30.84,33.06,17,7.915,352.35,44.52,38,7.246,140.11,19.34,17,9.078,383.16,42.21,41,-0.53,-27.63,52.14,33
-1.05,7.639857142857143,4,7,100,SMA,44,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,0.112,1.78,15.97,22,-0.949,-25.34,26.7,17,26.606,782.73,29.42,38,0.254,4.67,18.37,17,29.13,1116.98,38.35,41,-0.624,-30.41,48.76,33
-1.05,5.148000000000001,4,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.28,27.8,21.72,23,-0.728,-21.94,30.12,17,14.563,610.67,41.93,38,1.574,34.2,21.72,17,20.874,918.13,43.99,41,-0.477,-24.54,51.43,33
-1.05,7.5721428571428575,4,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,0.675,16.34,24.21,22,-0.882,-33.24,37.7,17,14.567,568.76,39.04,38,0.856,21.92,25.6,17,39.233,2116.58,53.95,41,-0.394,-18.28,46.4,33
-1.05,5.109571428571428,4,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.705,37.04,21.72,23,-0.625,-19.82,31.7,17,12.851,561.89,43.72,38,2.554,55.48,21.72,17,20.721,902.24,43.54,41,-0.389,-20.33,52.21,33
-1.05,6.694571428571429,4,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,0.502,15.22,30.3,23,-0.812,-31.58,38.88,17,15.039,587.18,39.04,38,1.32,36.49,27.66,17,32.172,1838.33,57.14,41,-0.309,-14.72,47.72,33
-1.05,5.465285714285715,4,7,100,SMA,44,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.593,47.75,29.99,23,-0.936,-32.09,34.28,17,13.16,583.3,44.32,38,6.132,133.21,21.72,17,19.951,842.08,42.21,41,-0.593,-34.83,58.7,33
-1.05,5.385142857142858,4,7,100,SMA,44,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,1.813,56.23,31.01,23,-0.616,-26.13,42.43,17,5.61,328.37,58.54,38,3.586,99.19,27.66,17,28.917,1673.63,57.88,41,-0.564,-28.95,51.33,33
-1.05,3.7604285714285717,4,7,130,SMA,44,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,-1.05,-30.67,29.22,10,1.075,17.77,16.53,17,-0.811,-17.86,22.02,12,11.358,287.21,25.29,22,1.074,13.74,12.79,14,15.007,371.49,24.75,36,-0.33,-8.88,26.95,25
-1.05,2.9929999999999994,4,7,130,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,4.182,66.89,15.99,17,-0.532,-12.66,23.79,12,6.449,228.9,35.49,22,1.298,23.97,18.46,14,10.761,311.4,28.94,36,-0.157,-5.36,34.23,25
-1.05,2.9592857142857136,4,7,130,SMA,44,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,3.884,84.37,21.72,17,-0.408,-10.07,24.66,12,6.431,228.25,35.49,22,2.081,38.42,18.46,14,9.792,300.09,30.65,36,-0.015,-0.55,35.87,25
-1.05,3.2267142857142863,4,7,130,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,4.614,100.23,21.72,17,-0.987,-35.4,35.86,12,6.994,248.26,35.49,22,4.696,86.71,18.46,14,8.714,288.03,33.05,36,-0.394,-16.16,41.0,25
-1.05,6.372,4,7,130,SMA,44,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,-1.05,-30.67,29.22,10,1.075,17.77,16.53,17,-0.825,-19.38,23.48,12,16.079,406.6,25.29,22,1.074,13.74,12.79,14,28.689,737.23,25.7,36,-0.438,-13.73,31.32,25
-1.05,9.065571428571428,4,7,130,SMA,44,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,-1.05,-42.18,40.19,10,0.114,2.65,23.27,17,-0.923,-27.98,30.33,12,8.73,310.14,35.53,22,0.681,9.72,14.28,14,56.092,1846.41,32.92,36,-0.185,-6.13,33.16,25
-1.05,4.863142857142857,4,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,4.182,66.89,15.99,17,-0.566,-14.27,25.22,12,9.313,328.46,35.27,22,1.298,23.97,18.46,14,21.135,625.08,29.58,36,-0.27,-10.45,38.71,25
-1.05,7.073,4,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,-1.05,-43.38,41.34,10,2.016,49.17,24.39,17,-0.734,-23.43,31.91,12,5.45,250.7,46.0,22,1.604,32.93,20.54,14,42.313,1540.99,36.42,36,-0.088,-3.41,38.89,25
-1.05,4.822285714285713,4,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,3.884,84.37,21.72,17,-0.45,-11.74,26.08,12,9.289,327.59,35.27,22,2.081,38.42,18.46,14,20.15,603.97,29.97,36,-0.148,-5.96,40.24,25
-1.05,5.200571428571428,4,7,130,SMA,44,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,-1.05,-32.27,30.75,10,4.614,100.23,21.72,17,-0.987,-36.59,37.06,12,10.049,354.4,35.27,22,4.696,86.71,18.46,14,19.538,581.45,29.76,36,-0.456,-20.51,45.01,25
-1.05,5.871714285714286,4,7,130,SMA,44,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,-1.05,-44.82,42.7,10,4.553,141.2,31.01,17,-0.687,-26.71,38.91,12,4.971,241.82,48.65,22,2.211,58.83,26.61,14,31.547,1272.0,40.32,36,-0.443,-18.43,41.59,25
-1.05,6.214714285714286,4,7,160,SMA,44,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,-1.05,-46.41,44.22,8,2.559,42.22,16.5,18,6.812,257.83,37.85,14,8.918,494.06,55.4,27,0.0,0.01,17.92,16,26.526,1333.89,50.29,39,-0.262,-10.36,39.6,26
-1.094,11.722142857142858,4,7,100,SMA,60,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,23.714,437.83,18.46,15,-0.022,-0.43,19.05,19,-1.094,-29.89,27.33,17,50.753,1120.63,22.08,29,0.12,2.46,20.46,14,8.858,397.79,44.91,38,-0.274,-7.07,25.77,27
-1.094,15.796714285714287,4,7,100,SMA,60,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,10.14,311.77,30.75,15,-0.022,-0.43,19.05,19,-1.094,-31.33,28.65,17,83.188,1836.79,22.08,29,0.12,2.46,20.46,14,18.5,830.85,44.91,38,-0.255,-6.76,26.55,27
-0.281,19.651571428571426,3,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,113.83,3825.67,33.61,13,-0.222,-8.67,39.05,19,-0.281,-7.73,27.49,17,18.799,812.98,43.25,28,-0.169,-6.55,38.88,14,5.802,402.11,69.31,38,-0.198,-8.63,43.67,27
-0.287,7.176857142857144,3,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,23.904,858.82,35.93,14,-0.182,-6.89,37.88,22,-0.287,-14.38,50.1,17,7.274,392.7,53.98,37,-0.052,-1.65,31.69,17,19.78,1279.97,64.71,41,-0.199,-8.94,44.94,33
-0.414,16.528142857142857,3,7,100,SMA,60,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,92.846,2178.98,23.47,13,-0.414,-11.6,28.02,19,-0.205,-3.47,16.92,17,18.533,568.62,30.68,28,-0.278,-6.68,24.04,14,5.465,281.93,51.59,38,-0.25,-7.48,29.9,27
-0.425,6.5009999999999994,3,7,100,SMA,60,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,17.753,413.04,23.27,13,-0.214,-4.9,22.94,19,-0.425,-9.89,23.25,17,22.246,586.21,26.35,28,-0.209,-4.91,23.45,14,6.368,313.48,49.23,38,-0.012,-0.31,25.23,27
-0.474,14.304142857142853,3,7,100,SMA,60,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,80.243,2081.28,25.94,13,-0.474,-14.21,30.0,19,-0.251,-4.48,17.82,17,15.91,535.31,33.65,28,-0.343,-8.54,24.87,14,5.286,277.38,52.47,38,-0.242,-7.48,30.93,27
-0.517,6.676714285714285,3,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,16.567,697.32,42.09,13,-0.12,-4.96,41.36,19,-0.517,-22.91,44.28,17,22.423,1065.78,47.53,28,-0.226,-10.47,46.35,14,8.654,665.98,76.96,38,-0.044,-2.07,46.61,27
-0.518,3.6885714285714286,3,7,100,SMA,44,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,1.402,62.8,44.81,16,-0.518,-15.75,30.39,22,-0.149,-5.28,35.35,17,5.29,287.57,54.36,38,-0.199,-4.07,20.47,17,20.243,1003.11,49.55,41,-0.249,-8.84,35.56,33
-0.523,7.047857142857144,3,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,18.058,760.09,42.09,13,-0.365,-15.29,41.89,19,-0.523,-21.88,41.79,17,22.373,1072.18,47.92,28,-0.355,-14.94,42.13,14,10.308,774.03,75.09,38,-0.161,-7.21,44.85,27
-0.549,8.000857142857141,3,7,100,SMA,44,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,30.228,744.9,24.64,14,-0.549,-17.37,31.63,22,-0.255,-9.73,38.11,17,8.103,351.96,43.44,37,-0.301,-6.93,23.04,17,19.056,950.98,49.91,41,-0.276,-9.6,34.84,33
-0.578,5.432714285714286,3,7,100,SMA,60,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,9.773,295.21,30.21,15,-0.578,-19.35,33.49,19,-0.479,-15.53,32.4,17,19.501,829.87,42.56,29,-0.443,-12.17,27.48,14,10.469,646.42,61.74,38,-0.214,-7.1,33.14,27
-0.603,7.3152857142857135,3,7,100,SMA,60,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,20.019,664.47,33.19,13,-0.603,-20.9,34.67,19,-0.468,-14.91,31.88,17,22.684,866.43,38.2,28,-0.511,-15.62,30.58,14,10.345,636.02,61.48,38,-0.259,-8.71,33.58,27
-0.684,32.902,3,7,100,SMA,44,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,207.876,6109.11,29.39,14,-0.684,-26.35,38.52,22,-0.447,-20.77,46.48,17,5.441,290.99,53.48,37,-0.297,-6.8,22.91,17,18.876,949.65,50.31,41,-0.451,-16.92,37.55,33
-0.716,25.934714285714286,3,7,100,SMA,60,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,156.173,4735.97,30.33,13,-0.716,-29.53,41.26,19,-0.238,-5.77,24.21,17,18.859,825.93,43.79,28,-0.551,-18.05,32.76,14,8.48,544.99,64.27,38,-0.464,-18.51,39.93,27
-0.749,5.175571428571429,3,7,100,SMA,44,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,1.353,68.82,50.88,16,-0.749,-31.08,41.48,22,-0.072,-2.78,38.83,17,5.431,320.12,58.94,38,-0.311,-7.24,23.31,17,30.801,1822.48,59.17,41,-0.224,-8.94,39.96,33
-0.757,6.895857142857143,3,7,100,SMA,60,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,12.526,423.14,33.78,15,-0.757,-33.55,44.33,19,-0.42,-15.22,36.26,17,20.772,971.85,46.79,29,-0.511,-15.62,30.58,14,16.824,1159.63,68.93,38,-0.163,-6.02,36.91,27
-0.761,10.086142857142855,3,7,100,SMA,44,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,36.818,1082.03,29.39,14,-0.761,-32.3,42.43,22,-0.335,-16.06,48.0,17,7.398,405.13,54.76,37,-0.504,-15.44,30.65,17,28.387,1660.26,58.49,41,-0.4,-17.38,43.41,33
-0.768,8.489857142857144,3,7,100,SMA,60,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,24.71,969.29,39.23,13,-0.768,-34.74,45.24,19,-0.503,-20.23,40.2,17,22.487,1088.98,48.43,28,-0.644,-25.32,39.29,14,14.566,1034.26,71.0,38,-0.419,-17.28,41.19,27
-1.05,9.247,3,7,100,SMA,44,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,-1.05,-62.03,59.1,16,-0.517,-15.0,29.0,22,-0.998,-34.8,34.87,17,12.726,549.94,43.21,38,0.086,1.51,17.62,17,55.066,2637.15,47.89,41,-0.584,-25.61,43.82,33
-1.05,5.9912857142857145,3,7,100,SMA,44,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,-1.05,-71.79,68.4,16,-0.681,-25.08,36.82,22,0.057,2.06,36.09,17,6.711,363.78,54.2,38,-0.211,-4.39,20.76,17,37.282,2084.98,55.92,41,-0.169,-6.65,39.36,33
-1.094,13.190714285714284,3,7,100,SMA,60,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,21.026,517.4,24.61,15,-0.496,-14.96,30.14,19,-1.094,-41.24,37.71,17,42.03,1396.35,33.22,29,-0.209,-4.91,23.45,14,31.573,1777.2,56.29,38,-0.495,-18.17,36.73,27
